蛃,bing2
蚽,pei4
蚻,jaat3
蚵,ho4
蛋,daan2
蛋,daan6
蚹,fu6
蚯,yau1
蛇,se4
蛇,yi4
蚱,ja3
蚱,jaak3
蚾,pei4
蚾,bo3
蛘,mai5
蛘,yeung4
蛘,yeung5
蛭,jat6
蛙,wa1
蛜,yi1
蛔,wui4
蛛,jyu1
蛨,mak6
蛐,kuk1
蛢,ping4
蛫,gwai2
蛗,fau6
蛪,yit6
蛪,kit3
蛚,lit6
蛝,haan4
蛩,kung4
蛑,mau4
蛞,fut3
蛞,kut3
蛣,kit3
蛓,chi3
蛬,gung2
蛦,yi4
蛟,gaau1
蛤,ha4
蛤,gaap3
蛤,gap3
蜈,ng4
蜀,suk6
蜓,ting4
蜊,lei4
蜊,lei6
蛾,ngai5
蛾,ngo4
蛻,seui3
蛻,teui3
蜋,leung4
蜋,long4
蜃,san4
蜃,san5
蜃,san6
蛹,yung2
蛹,yung5
蛸,saau1
蛸,siu1
蜎,yun1
蝆,mai5
蝆,yeung4
蜌,bai6
蛶,lyut6
蜄,san6
蛺,gaap3
蜆,hin2
蜇,jit3
蜅,fu2
蝍,jik1
蛷,kau4
蜂,fung1
蜉,fau4
蜍,cheui4
蜍,chyu4
蜍,syu4
蛖,mong4
蛖,pong5
蛵,hing1
蜁,syun4
蜜,mat6
蜺,ngai4
蜩,tiu4
蜮,waak6
蜮,wik6
蜢,maang5
蜱,pei4
蜵,yun1
蜬,ham4
蜛,geui1
蜧,lai6
蜳,tan1
蜳,deun1
蜪,tou1
蜦,leun4
蜲,wai1
蜲,wai2
蜙,sung1
蜤,si1
蜤,sik1
蝁,ok3
蜸,hin2
蜠,kwan5
蜘,ji1
蜼,wai2
蜼,wai6
蜼,leui5
蝕,sik6
蝕,sit6
蜥,sik1
蜰,fai6
蜰,fei2
蜰,fei4
蝂,baan2
蜒,yin4
蜚,fai6
蜚,fei1
蜚,fei2
蜑,daan6
蜴,yik6
蝀,dung1
蝀,dung2
蝀,dung3
蜿,yun1
蜿,yun2
蜷,kyun4
蜨,dip6
蜞,kei4
蝃,dai3
蝃,jyut3
蜡,cha3
蜡,ja3
蜡,ja6
蜡,laap6
蜡,chai3
蜣,geung1
蜾,gwo2
蜭,ham5
蜻,ching1
蝺,geui2
蝺,yu5
蝨,sat1
蝗,wong4
蝣,yau4
蝣,yau6
蝵,chau1
蝻,naam4
蝻,naam5
蝓,yu4
蝩,chung4
蝩,jung1
蝖,hyun1
蝑,seui1
蝘,yin2
蝸,gwa1
蝸,wa1
蝸,wo1
蝤,chau4
蝤,yau4
蝤,jau1
蝫,jyu1
蝧,ying1
蝢,kit3
蝛,wai1
蝒,min4
蝭,tai4
蝪,tong1
蝟,wai6
蝬,jung1
蝴,wu4
蝥,maau4
蝥,mau4
蝌,fo1
蝜,fu6
蝎,hit3
蝎,kit3
蝎,hot3
蝎,hot6
蝠,fuk1
螂,long4
蝮,fuk1
蝔,gaai1
蟡,wai1
蕵,syun1
蝦,ha1
蝦,ha4
蝳,doi6
蝶,dip6
蝝,yun4
蝏,ting4
蝯,yun4
蝷,lik6
蝷,sik1
蝡,yu4
蝡,yun5
蝙,bin1
蝙,bin2
蝙,pin1
蝐,mou6
蝐,mui6
蝞,mei6
蝚,yau4
蝚,nou4
螔,yi4
螜,huk6
螒,hon6
螗,tong4
螣,dak6
螣,tang4
螇,hai4
螑,chau3
螟,ming4
螖,waat6
螝,kui2
螐,wu1
螤,jung1
螛,hat6
螛,hot6
螏,jat6
螞,ma1
螞,ma5
螞,ma6
螚,noi6
螁,teui3
螘,ngai5
螓,cheun4
蝹,wan1
蝹,ou2
螅,sik1
螉,yung1
融,yung4
螢,ying4
螃,bong2
螃,pong4
螈,yun4
螄,si1
螴,chan4
螰,luk6
蟈,gwok3
螭,chi1
螪,jek3
螼,gan3
螷,pei4
蟂,giu1
螸,yu4
蟌,chung1
螮,dai3
螬,chou4
螲,jat1
螲,jat6
螲,dit3
螲,dit6
螶,geui2
螶,keui4
蟃,maan6
螫,chik1
螫,sik1
螻,lau4
蟆,ma4
蟊,maau4
蟊,mau4
螳,tong4
蟀,seut1
蟅,je3
蟒,mong5
螯,gong6
螯,ngou4
蟄,jaap6
蟄,jat6
蟄,jik6
蟄,jit3
螵,piu1
螵,piu4
螾,yan5
蟋,sik1
螹,jim6
螽,jung1
蟑,jeung1
螿,jeung1
蟉,lau4
螺,lo4
蟗,chau1
蟯,naau4
蟯,yiu4
蟴,si1
蟧,lou4
蟬,sim4
蟬,sin4
蟫,taam4
蟫,yam4
蟠,faan4
蟠,pun4
蟤,chyun4
蟛,paang4
蟳,ching4
蟞,bit3
蟞,bit6
蟦,ban1
蟦,fei4
蟝,keui4
蟘,dak6
蟘,dat6
蟟,liu4
蟨,kyut3
蟔,mat6
蟲,chung4
蠁,heung2
蠁,heung3
蟪,wai6
蟙,jik1
蟜,giu2
蟥,wong4
蟓,jeung6
蟭,jiu1
蟢,hei2
蟣,gei2
蟣,kei4
蟻,ngai5
蟷,dong1
蠀,chi1
蠀,jik1
蠃,lo2
蠃,lo4
蠃,lo5
蠈,chaak6
蠂,sip3
蠋,suk6
蠋,juk1
蠍,hit3
蠍,kit3
蟿,kai3
蟼,ging2
蠉,hyun1
蠌,jaak6
蟹,haai5
蠅,ying4
蟶,ching1
蟺,sin6
蠊,lim4
蟾,sim4
蠆,chaai3
蠔,hou4
蠖,wok3
蠖,wok6
蠐,chai4
蠕,yu4
蠕,yun5
蠓,mung2
蠓,mung5
蠗,jok6
蠑,wing4
蠙,ban1
蠙,pan4
蠡,lai4
蠡,lai5
蠡,lo4
蠠,man5
蠣,lai6
蠝,leui5
蠟,laap6
蠛,mit6
蠢,cheun2
蠤,chau1
蠜,faan4
蠜,faan6
蠥,yip6
蠥,yit6
蠨,siu1
蠫,lai6
蠫,lei4
蠬,lung4
蠩,syu4
蠩,jyu1
蠦,lou4
蠪,lung4
蠰,yeung6
蠮,yit6
蠲,gyun1
蠯,pei4
蠳,ying1
蠱,gu2
蠹,dou3
蠸,kyun4
蠵,kwai4
蠶,chaam4
蠷,keui4
蠻,maan4
蠼,keui4
蠼,fok3
蠾,suk6
蠾,juk1
蠽,jit6
蠿,jyut3
血,hyut3
衁,fong1
衄,nuk6
衃,fau4
衃,pui1
衈,nei6
衈,yi6
衊,mit6
衋,hik1
衋,sik1
行,haang4
行,hang4
行,hang6
行,hong4
行,hong6
衍,hin2
衍,yin2
衍,yin5
衎,hon3
衒,yun6
術,seut6
衖,hong6
衖,lung6
街,gaai1
衕,dung6
衕,tung4
衙,nga4
衛,wai6
衝,chung1
衝,chung3
衚,wu4
衡,waang4
衡,hang4
衢,keui4
衣,yi1
衣,yi3
衫,saam1
衪,yi4
衧,yu1
衩,cha3
表,biu2
衼,ji1
衿,gam1
衿,kam1
袂,mai6
衭,fu1
衭,fu3
衲,naap6
衹,kei4
衹,ji2
衶,jung6
衯,fan1
衯,pun4
袀,gwan1
衱,git3
衵,yat6
衵,nik1
衵,nik6
衽,yam5
衽,yam6
衴,dam2
袟,dit6
衾,kam1
袍,pou4
袢,faan4
袢,paan3
袚,fat1
袘,yi4
袁,yun4
袪,keui1
袧,gau1
袑,siu6
袉,to4
袎,aau3
袨,yun6
袕,seut6
袕,yut6
袡,yim4
衰,cheui1
衰,seui1
袛,dai1
袛,ji1
袖,jau6
被,bei6
被,pei1
被,pei5
袗,chan2
袗,jan2
袃,chaai3
袓,je1
袓,jeui6
袒,taan2
衷,chung1
衷,jung1
袺,git3
袽,yu4
袼,gaak3
袼,gok3
袞,gwan2
袞,kwan2
袌,paau3
袌,pou5
袹,baak3
袹,mat6
裀,yan1
裉,kang3
袬,yuk6
袋,doi6
袾,jyu1
袤,mau6
袱,fuk6
袈,ga1
袙,paak3
袷,gaap3
袷,hap1
袷,gip3
裡,lei5
裡,leui5
裞,seui3
袸,jin6
袸,chyun4
袸,jyun6
裖,jan3
袶,gong3
袲,yi4
裙,kwan4
裂,lit6
裕,yu6
裋,syu6
裎,ching2
裎,ching4
裁,choi4
裌,gaap3
補,bou2
裒,fau4
裒,pau4
裊,niu1
裊,niu5
裲,leung5
裸,lo2
裸,lo5
裏,lei5
裏,leui5
裱,biu2
裴,pui4
裟,sa1
裼,tai3
裼,sik3
裼,tik1
裧,sim4
裝,jong1
裯,chau4
裯,dou1
褚,chyu2
褚,chyu5
褚,jyu2
裗,lau4
裚,jai3
裘,kau4
裨,bei1
裨,pei4
裛,yap1
裰,jyut3
裾,geui1
裔,yeui6
裷,gwan2
褂,gwa3
褂,kwa2
裺,yim2
褌,gwan1
裫,yun1
裳,seung4
褘,fai1
褘,wai4
裻,duk1
裹,gwo2
褋,dip6
褓,bou2
褙,bui3
褕,yu4
褉,kit3
褖,teun3
裍,kwan2
裬,ling4
裶,fei1
褊,bin2
褊,pin5
裮,cheung1
褐,hot3
褐,hot6
複,fuk1
褔,fu3
製,jai3
褯,jik6
褪,tan3
褪,teui3
褫,chi2
褡,daap3
褟,daap3
褟,taap3
褎,yau6
褎,jau6
褞,wan1
褞,wan2
褥,yuk6
褒,bou1
褅,tai3
褑,yun4
褑,yun6
褲,fu3
褗,yin2
褦,naai6
褦,le5
褦,noi6
褆,tai4
褆,si6
裐,gyun1
褸,lau1
褸,lau5
褸,leui5
褱,waai4
褢,waai4
襁,keung5
褵,lei4
褰,hin1
褩,bun1
褳,lin4
褧,gwing2
褷,si1
褾,biu2
褼,sin1
襂,sam1
褶,jaap3
褶,jaap6
褶,dip6
褶,jip3
褬,song2
襒,bit6
褣,yung4
褮,ang1
褮,ying3
褭,niu5
襆,buk6
襆,fuk6
襓,yiu4
襏,but3
襏,but6
襐,jeung6
褻,sit3
襋,gik1
襄,seung1
襌,daan1
襉,gaan2
褽,wai3
襢,daan6
襢,taan2
襗,jaak6
襗,dok6
襑,taam4
襑,cham4
襖,ou2
襖,ou3
襖,ngou2
襖,ngou3
襛,nung4
襚,seui6
襠,dong1
襟,gam1
襟,kam1
襘,kui2
襘,kui3
襜,chim1
襜,sim4
襜,jim1
襡,suk6
襝,lim5
襝,lim6
襞,bik1
襤,laam4
襣,bei6
襙,chou4
襦,yu4
襫,sik1
襪,maat6
襪,mat6
襭,kit3
襮,bok3
襮,buk1
襮,buk6
襬,baai2
襱,lung4
襯,chan3
襩,suk1
襴,laan4
襲,jaap6
襲,jap6
襳,sam1
襳,sim1
襶,daai3
襶,de2
襺,gaan2
襼,mai3
襼,ngai6
襹,si1
襻,paan3
襾,a3
襾,ha2
襾,nga3
西,sai1
要,yiu1
要,yiu2
要,yiu3
覂,fung2
覂,fung3
覃,taam4
覃,cham4
覅,
覆,fau6
覆,fu3
覆,fuk1
覈,hat6
見,gin3
見,yin6
覓,mik6
規,kwai1
覕,pit3
視,si6
覗,ji6
覘,chim1
覘,jim1
覜,tiu3
覛,mak6
覛,mik6
覝,lim4
覟,ji3
覡,hat6
覞,yiu6
覤,gwik1
覣,wai1
覢,sim2
親,chan1
親,chan3
覦,yu4
覦,yu6
覭,mik6
覭,ming4
覮,ying4
覮,ping1
覬,gei3
覬,kei3
覯,gau3
覯,kau3
覲,gan2
覲,gan3
覲,gan6
覷,cheui3
覶,lo4
覺,gaau3
覺,gok3
覹,mei4
覽,laam5
覿,dik6
覾,sam2
觀,gun1
觀,gun3
角,gok3
角,luk6
觓,kau4
觔,gan1
觙,gap1
觖,kyut3
觕,chou1
觝,dai2
觛,daan3
觛,daan6
觚,gu1
解,gaai2
解,gaai3
解,haai5
解,haai6
觜,jeui2
觜,ji1
触,juk1
觠,gyun3
觠,kyun4
觟,wa6
觟,haai5
觟,haai6
觥,gwang1
觢,sai6
觡,gaak3
觤,gwai2
觨,wan6
觫,chuk1
觫,suk1
觩,kau4
觬,ngai4
觭,gei1
觭,kei1
觰,ja1
觱,bat1
觱,bit1
觳,kok3
觳,huk6
觲,sing1
觴,seung1
觶,ji1
觶,ji3
觷,hok6
觸,chuk1
觸,juk1
觺,yi4
觻,luk6
觼,kyut3
觾,yin3
觿,fai1
觿,kwai4
言,yin4
計,gai3
計,gei3
訇,gwang1
訂,deng6
訂,ding3
訄,kau4
訃,fu6
討,tou2
訓,fan3
訕,saan3
訊,seun3
託,tok3
訐,git3
訐,kit3
訖,gat1
訖,ngat6
訏,heui1
記,gei3
訌,hung3
訌,hung4
訌,hung6
訒,yan6
訑,daan3
訑,yi4
許,heui2
許,fu2
訥,naap6
訥,nat6
訥,neut6
訧,yau4
訛,ngo4
訝,nga6
訪,fong2
訣,kyut3
訢,yan1
訢,ngan4
訢,hei1
訬,chaau1
訬,chaau2
訬,miu5
訟,jung6
設,chit3
訞,yiu1
訰,jeun1
訰,jeun3
詌,gam3
註,jyu3
診,chan2
診,jan2
詈,lei6
詅,ling4
詛,jo2
詛,jo3
詙,bat6
詊,pun3
訶,ho1
詗,gwing2
詗,hing3
詖,bei1
詖,bei3
詖,pei4
詁,gu2
詁,gu3
詍,yai6
詏,aau2
詑,yi4
詑,to4
詑,to5
詎,geui6
詒,yi4
詒,doi6
詒,toi5
訹,seut1
訹,jeut1
詄,dit6
詀,jaam1
詀,jim1
詀,chip3
詆,dai2
詘,wat1
詘,jeut1
訴,sou3
詞,chi4
詠,wing6
評,ping4
詔,jiu3
詔,jiu6
詐,ja3
証,jing3
詴,wui4
詷,dung6
詷,tung4
詺,ming6
訾,chi1
訾,chi4
訾,ji1
訾,ji2
話,wa6
詡,heui2
詨,gaau1
詨,haau3
詨,haau6
誆,gwaang6
誆,gwong6
誆,hong1
誠,sing4
詢,seun1
誅,jyu1
誁,pin5
誄,leui5
誄,leui6
誄,loi6
詵,saang2
詵,san1
誇,kwa1
詹,jim1
訿,ji2
詣,ngai6
詰,gat1
詰,kit3
詩,si1
試,si3
試,si5
詻,ngaak3
詻,ngaak6
該,goi1
詭,gwai2
詼,fui1
詫,cha3
誃,chi2
詬,gau3
詬,kau3
詮,chyun4
誂,diu3
誂,tiu1
誂,tiu5
詿,gwa3
詿,wa6
詳,cheung4
詳,yeung4
詶,chau4
詶,jau3
誓,sai6
誖,bui3
誖,bui6
誘,yau5
誨,fui3
誋,gei6
誦,jung6
誌,ji3
誚,chiu3
誚,jiu6
誡,gaai3
語,yu5
語,yu6
說,seui3
說,yut6
說,syut3
誧,bou1
誧,bou3
誧,pou1
誧,pou2
誣,mou4
誑,gwong2
誑,gwong3
誑,kong4
誑,wong2
誤,ng6
誙,hang1
認,yan6
認,ying6
誥,gou3
誏,long5
誏,long6
誫,jan3
誒,e6
誒,ei6
諔,chuk1
諑,deuk3
談,taam4
諉,wai2
誰,seui4
誾,ngan4
誹,fei2
誕,daan3
誕,daan6
誶,seui3
誶,seui6
課,fo3
調,diu6
調,tiu4
諒,leung4
諒,leung6
誻,daap6
誻,taap3
論,leun4
論,leun6
諍,jaang1
諍,jaang3
諍,jang1
諍,jang3
諃,cham1
諙,wa6
諕,haak3
誼,yi4
誼,yi6
諘,biu2
諅,gei1
諅,gei6
誸,yin4
誺,chi1
誺,loi6
諄,deun1
諄,jeun1
諀,pei2
諸,jyu1
請,cheng2
請,ching1
請,ching2
請,king4
請,jing6
諏,jau1
諗,lam2
諗,nam2
諗,sam2
諆,hei1
誽,ngai6
諓,jin2
諓,jin3
諓,jin6
諛,yu4
諂,chim2
諨,fuk1
諿,chap1
諿,seui2
諶,sam4
諯,chyun3
諯,syun4
諯,jyun1
謏,sau2
謏,siu2
諝,seui1
諝,seui2
諳,am1
諳,am2
諳,ngam1
諜,dip6
諮,ji1
諢,wan6
謂,wai6
諈,jeui6
諱,wai3
諱,wai5
諦,dai3
諞,pin4
諞,pin5
諟,si6
諻,waang4
諰,saai2
諰,si2
諡,si3
諡,si6
諷,fung3
諵,naam4
謀,mau4
諲,yan1
諠,hyun1
諼,hyun1
諼,hyun2
謁,yit3
謁,kit3
諤,ngok6
謔,yeuk6
諾,nok6
諫,gaan3
諭,yu6
諺,yin6
諴,haam4
諧,haai4
謒,cheung1
謈,bok6
謠,yiu4
謅,jau1
謅,jau3
謝,je6
謍,ying4
講,gong2
謇,gin2
謇,hin1
謓,chan1
謓,jan3
謜,chyun4
謜,yun4
謑,hai5
謘,chi4
謘,ji6
謙,him1
謆,sin3
謞,hok6
謢,lou1
謗,bong3
謗,pong3
謊,fong1
謊,fong2
謐,mat6
謄,tang4
謎,mai4
謎,mai6
謋,faak3
謋,waak6
謚,si3
謚,si6
謕,tai4
謖,suk1
謣,yu4
謺,jip3
謮,jaak3
謾,maan4
謾,maan6
謧,lai4
謧,lei4
謪,seung1
謷,ngou4
謷,ngou6
謻,chi2
謼,fu1
謨,mou4
謬,mau6
謳,au1
謳,ngau1
謦,hing3
謦,king2
謤,biu1
謤,piu1
謥,chung3
謱,leui5
謱,lou4
謹,gan2
謰,lin4
謫,jaak6
謵,jaap6
謵,chip3
謯,ja2
謯,je1
謯,jo3
謶,je1
謶,jeuk3
謶,syu3
謽,keung5
識,ji3
識,sik1
譒,bo3
譆,hei1
譀,ham3
譋,laan4
譋,laan5
譊,naau4
譐,jyun2
譜,pou2
譕,mou4
譂,chin2
譇,che1
譗,jaap3
譖,cham3
譖,cham6
譖,jam3
譚,taam4
譈,deui6
譏,gei1
譔,jaan6
譙,chiu3
譙,chiu4
譙,jiu6
證,jing3
譎,gwat1
譎,kyut3
譓,wai6
譑,giu2
譁,wa1
譝,sing4
譭,wai2
譬,pei3
譫,jim1
譨,nung4
譣,chim1
譣,him2
譧,lim4
譠,taan1
譟,chou3
譥,giu3
譪,oi2
議,yi3
議,yi5
警,ging2
譯,yik6
譻,ying1
譹,hou4
譴,hin2
護,wu6
譺,yik6
譸,jau1
譽,yu4
譽,yu6
譅,sap1
譿,wai6
讂,gyun3
讂,hyun3
讄,leui5
譾,jin2
讅,sam2
讆,ngai6
讆,wai6
讀,dau6
讀,duk6
讎,chau4
讎,sau4
讈,lik6
讌,yin3
讋,jip3
變,bin3
讔,yan2
讒,chaam4
讕,laan4
讕,laan5
讖,chaam3
讖,cham3
讓,yeung6
讘,yip6
讘,jip3
讙,fun1
讙,hyun1
讚,jaan3
讞,yin5
讞,yin6
讞,yit6
讜,dong2
讟,duk6
谷,guk1
谷,yuk6
谷,luk6
谻,geuk3
谹,wang4
谼,hung4
谽,ham1
谽,ham4
谾,hung1
谾,lung4
豁,wa1
豁,kut3
谿,kai1
豂,liu4
豃,haam2
豃,haam3
豅,lung4
豅,lung6
豆,dau6
豇,gong1
豈,hei2
豈,hoi2
豉,si6
豋,dang1
豊,lai5
豌,wun1
豌,wun2
豎,syu6
豍,bai1
豍,bin2
豏,haam5
豏,hin3
豐,fung1
豔,yim6
豕,chi2
豖,chuk3
豗,fui1
豬,jyu1
豝,ba1
豚,tyun4
豜,gin1
豟,ak1
象,jeung6
豢,waan6
豥,haai4
豥,goi1
豦,keui4
豤,han2
豪,hou4
豩,ban1
豨,hei1
豨,hei2
豫,yu6
豭,ga1
豱,wan1
豰,huk1
豲,wun4
豲,yun4
豯,hai4
豳,ban1
豵,jung1
豶,fan4
豷,ai3
豷,ngai3
豷,yi3
豸,jaai6
豸,ji6
豺,chaai4
豹,paau3
豻,hon4
豻,hon6
豻,ngon6
豽,neut6
貂,diu1
貁,yau6
貀,neut6
貀,jyut3
貊,maak6
貊,mak6
貆,fun1
貆,wun4
貆,hyun1
貅,yau1
貉,maak6
貉,mak6
貉,hok6
貉,lok3
貄,gei6
貄,sei3
貄,si3
貍,maai4
貍,lei4
貌,maau6
貏,bei2
貒,teun1
貒,tyun1
貓,maau1
貓,maau4
貓,miu4
貐,yu5
貑,ga1
郺,yung1
郺,yung2
貕,hai4
貔,pei4
貙,cheui1
貙,keui1
貙,syu1
貘,mak6
貘,mok6
貗,geui6
貚,taan4
貚,tin4
貜,fok3
貜,gwok3
貝,bui3
負,fu6
貞,jing1
貣,tik1
財,choi4
貤,yi4
貤,yi6
貢,gung3
貥,hong4
貪,taam1
販,faan3
販,faan5
貧,pan4
責,jaai3
責,jaak3
貫,gwaan3
貫,gun3
貨,fo3
貨,fo6
貿,mau6
買,maai5
貴,gwai3
賀,ho3
賀,ho6
貳,yi6
貰,sai3
貸,taai3
貸,tik1
貺,fong3
賁,ban1
賁,ban3
賁,fan4
賁,fan5
賁,bei3
費,fai3
費,bei3
貵,pin2
貶,bin2
貽,yi4
貹,sing3
貾,chi4
貼,tip3
貯,chyu2
貯,chyu5
貯,jyu2
賂,lou6
貲,ji1
賈,ga2
賈,ga3
賈,gu2
資,ji1
賄,fui2
賄,kui2
賃,yam6
賌,goi1
賅,goi1
賊,chaak6
賒,se1
賑,jan3
賓,ban1
賓,ban3
賗,chyun3
賕,kau4
賏,ying1
賤,jin6
賦,fu3
賜,chi3
賟,tin2
賭,dou2
賨,chung4
賧,daam6
質,jat1
質,ji3
賞,seung2
賬,jeung3
賙,jau1
賡,gang1
賡,juk6
賥,seui6
賢,yin4
賠,pui4
賣,maai6
賣,yuk6
賝,cham1
賝,sam1
賚,loi6
賮,jeun2
賮,jeun6
賰,cheun2
賳,joi1
賴,laai6
賵,fung3
賱,wan2
賱,wan3
賺,jaan6
賸,sing6
賹,aai3
賹,yat6
賻,fu6
購,gau3
購,kau3
賽,choi3
贂,cham2
賾,jaak3
賾,jaak6
贅,jeui3
贅,jeui6
贄,ji3
贀,ai3
贆,biu1
贇,wan1
贈,jang6
贉,daam6
贉,taam5
贊,jaan3
贏,yeng4
贏,ying4
贍,sim6
贍,sin6
贓,jong1
贔,bei6
贐,jeun2
贐,jeun6
贗,ngaan6
贕,duk6
贖,suk6
贙,yun5
贙,yun6
贛,gam3
贛,gung3
赤,chek3
赤,chik3
赦,se3
赧,naan2
赧,naan5
赩,hik1
赩,sik1
赨,tung4
赫,haak1
赫,hak1
赭,je2
赮,ha4
赬,ching1
赬,jing1
赯,tong4
走,jau2
赴,fu6
赲,lik6
赳,dau2
赳,gau2
赶,gon2
起,hei2
赸,saan3
赹,king4
赽,gwai3
赽,kyut3
赻,sin2
越,yut6
趄,che3
趄,cheui1
趄,jeui1
趄,chit3
趁,chan3
趀,chi1
超,chiu1
趉,gyut6
趉,kyut3
趐,chi3
趐,hyut3
趒,tiu1
趒,tiu2
趒,tiu3
趒,tiu4
趑,chi1
趑,ji1
趎,jyu1
趏,gwaat3
趏,wut6
趓,do2
趍,cheui1
趌,gat6
趔,lit6
趖,so1
趕,gon2
趙,tiu5
趙,jiu6
趛,gam3
趣,chau2
趣,cheui1
趣,cheui3
趣,chuk1
趠,cheuk3
趡,cheui2
趜,kau4
趜,guk1
趜,kuk1
趟,tong3
趧,tai4
趥,chau1
趥,chuk1
趨,cheui1
趨,chuk1
趪,wong4
趬,hiu1
趫,kiu4
趭,jiu3
趮,chou3
趯,tik1
趲,jaan2
趲,jyun2
足,jeui3
足,juk1
足,jyu3
趴,pa1
趵,baau3
趵,paau3
趶,fu3
趷,gat6
趿,saap3
趿,taat3
趾,ji2
趺,fu1
跁,pa1
趼,gaan2
趼,gin2
跂,kei4
跂,kei5
趹,kyut3
跘,pun4
跗,fu1
跋,bat6
跋,but6
跌,daat3
跌,dit3
跑,paau2
跑,paau4
跇,yai6
跛,bai1
跛,bei3
跛,bo2
跙,jeui1
跖,jek3
跜,nei4
跚,saan1
跍,fu1
距,geui6
距,keui5
跈,nin2
跎,to4
跆,toi4
跅,tok3
跓,chyu5
跕,dim2
跕,dip6
跕,tip3
跕,dit3
跏,ga1
跱,chi5
跱,si6
跱,ji6
跺,do2
跰,pin4
跩,yai6
跲,gaap3
跫,kung4
跪,gwai6
跤,gaau1
跟,gan1
跨,kwa1
跨,kwa3
路,lou6
跣,sin2
跐,chaai2
跐,chi1
跐,chi2
跐,choi2
跬,kwai2
跦,jyu1
跴,chaai2
跴,chai2
跴,choi2
跠,yi4
跧,chyun4
跢,daai3
跢,chi4
跢,do1
跢,do3
跮,chi3
跮,ji3
跳,tiu3
跳,tiu4
跡,jek3
跡,jik1
跽,gei6
踂,nip6
踉,leung4
踉,leung6
踉,long4
踄,bok6
踄,bou6
踀,chuk1
踃,chiu3
踃,siu1
跼,guk6
踇,mau5
踇,mou5
跾,chau1
跾,suk1
踊,yung2
踊,yung5
踍,haau1
踅,jai6
踅,chi3
踅,jit3
踅,chyut3
踅,yut6
踅,jyut6
踆,cheun1
踆,seun1
踆,chyun1
跿,tou4
踑,gei1
踑,kei1
踚,leun4
踠,yun2
踓,wai5
踓,chuk1
踙,nip6
踜,ling4
踜,ling6
踤,seui6
踤,jeut1
踗,nip6
踝,wa5
踒,wo1
踮,dim2
踮,dim3
踫,pung3
踖,jik1
踕,jit6
踛,luk6
踢,tek3
踏,daap6
踞,geui3
踦,gei1
踦,gei2
踦,kei1
踦,yi2
踩,chaai2
踣,baak6
踣,fau6
踟,chi4
踡,kyun4
踘,guk1
踔,cheuk3
踧,dik6
踧,chuk1
踧,juk1
踐,chin5
踐,jin6
踥,chip3
踥,sip3
踶,dai6
踶,tai4
踶,chi4
踶,ji6
蹄,tai4
踹,chaai2
踹,yaai2
踹,chyun2
踹,dyun3
踸,cham2
踱,dok6
踵,dung2
踵,jung2
踼,dong6
踼,tong4
蹁,pin4
蹀,dip6
蹅,cha1
踽,geui2
踾,bik1
踾,pik1
踾,fuk1
踿,juk1
踳,chyun2
蹂,yau4
蹂,yau5
踰,yu4
踰,yu6
踴,yung2
踴,yung5
蹋,daap6
蹋,taap3
蹐,jek3
蹐,jik3
蹌,cheung1
蹌,cheung3
蹊,hai4
蹊,kai1
蹍,jin2
蹎,din1
蹉,cho1
蹇,gin2
蹇,hin1
蹇,jin2
蹓,lau4
蹓,lau6
蹈,dou6
蹈,tou1
蹝,saai2
蹚,tong1
蹚,tong2
蹤,jung1
蹧,jou1
蹔,jaam6
蹣,mun4
蹣,pun4
蹠,jek3
蹠,jik3
蹙,chuk1
蹙,juk1
蹟,jik1
蹛,daai3
蹛,jai6
蹕,bat1
蹡,cheung1
蹡,cheung3
蹞,kwai2
蹢,jaak6
蹢,dik1
蹢,jik6
蹥,lin4
蹩,bit6
蹖,jung1
蹜,suk1
蹪,teui4
蹗,luk6
蹦,baang6
蹦,bang1
蹳,but6
蹼,pok3
蹼,buk1
蹼,buk6
蹴,chuk1
蹴,juk1
蹲,deun1
蹲,chyun4
蹻,giu2
蹻,hiu1
蹻,kiu3
蹻,geuk3
蹻,keuk6
蹭,chang3
蹭,sang3
蹬,dang1
蹬,dang6
蹯,faan4
蹸,leun6
蹶,gwai3
蹶,kyut3
躇,chyu1
躇,chyu4
蹺,hiu1
蹺,kiu3
躁,chou3
躄,bik1
躆,geui3
躂,taat3
躉,dan2
躈,kiu3
躅,juk6
躋,jai1
躎,nin5
躌,mou5
躊,chau4
躍,tik1
躍,yeuk3
躍,yeuk6
躐,lip6
躖,teun2
躖,dyun6
躒,lik1
躒,lik6
躒,lok3
躒,lok6
躕,chyu1
躕,chyu4
躚,sin1
躑,jaak6
躑,jik6
躓,ji3
躔,chin4
躗,wai6
躘,lung4
躟,nong5
躝,laan1
躝,laan4
躠,sit3
躞,sip3
躞,sit3
躤,jik6
躣,keui4
躡,nip6
躥,chyun1
躦,jyun1
躩,fok3
躩,gwok3
躩,kwok3
躪,leun6
躨,kwai4
身,san1
身,kin4
身,gyun1
身,yun4
躬,gung1
躲,do2
躺,tong2
躽,yin2
軀,keui1
軂,lou6
軉,yuk1
車,che1
車,geui1
軋,aat3
軋,gaat3
軋,ngaat3
軋,jaat3
軌,gwai2
軍,gwan1
軓,faan4
軒,hin1
軑,daai6
軑,dai6
軔,yan6
軏,yut6
軜,naap6
軟,yun5
軘,tyun4
軠,kwong4
軞,mou4
軡,kam4
軡,kim4
軝,kei4
軗,guk1
軛,aak1
軛,ngaak1
軺,yiu4
軥,keui4
軸,jau6
